scientificName,Common Name,sourceStatus,status
Atelomastix brennani,Brennan’s atelomastix millipede,VU,Vulnerable
Atelomastix culleni,Cullen’s atelomastix millipede,VU,Vulnerable
Atelomastix danksi,Toolbrunup Atelomastix millipede,VU,Vulnerable
Atelomastix dendritica,Recherche Atelomastix millipede,VU,Vulnerable
Atelomastix flavognatha,yellow jawed atelomastix millipede,VU,Vulnerable
Atelomastix grandis,Le Grand atelomastix millipede,VU,Vulnerable
Atelomastix julianneae,Waldock’s atelomastix millipede,VU,Vulnerable
Atelomastix lengae,Leng’s atelomastix millipede,VU,Vulnerable
Atelomastix longbottomi,Longbottom’s atelomastix millipede,VU,Vulnerable
Atelomastix melindae,Moir’s atelomastix millipede,VU,Vulnerable
Atelomastix poustiei,Wedge Hill Atelomastix millipede,VU,Vulnerable
Atelomastix priona,saw atelomastix millipede,VU,Vulnerable
Atelomastix sarahae,Comer’s atelomastix millipede,VU,Vulnerable
Atelomastix tigrina,Striped Atelomastix millipede,VU,Vulnerable
Atelomastix tumula,Bluff Knoll Atelomastix millipede,VU,Vulnerable
Atrichornis clamosus,"Noisy Scrubbird, Tjimiluk",EN,Endangered
Australotomurus morbidus,"cemetery springtail, Guildford springtail",P3,Priority 3: Poorly-known species
Austroassiminea letha,Cape Leeuwin Freshwater Snail,VU,Vulnerable
Austroconops mcmillani,McMillan's biting midge (Swan Coastal Plain),P2,Priority 2: Poorly-known species
Austrosaga spinifer,spiny katydid (Swan Coastal Plain),P2,Priority 2: Poorly-known species
Balaenoptera bonaerensis,Antarctic minke whale,MI,Migratory
Balaenoptera borealis,Sei Whale,EN,Endangered
Balaenoptera borealis schlegelii,Sei Whale,Subsp of EN,Endangered
Balaenoptera edeni,Bryde's whale,MI,Migratory
Balaenoptera musculus,Blue Whale,EN,Endangered
Balaenoptera musculus brevicauda,Pygmy Blue Whale,Subsp of EN,Endangered
Balaenoptera physalus,Fin Whale,EN,Endangered
Balaenoptera physalus quoyi,Fin Whale,Subsp of EN,Endangered
Bamazomus subsolanus,Eastern Cape Range Bamazomus,EN,Endangered
Bamazomus vespertinus,Western Cape Range Bamazomus,EN,Endangered
Baudinella baudinensis,Baudin Island camaenid land snail,P3,Priority 3: Poorly-known species
Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,VU,Vulnerable
Bertmainius monachus,Talyuberlup pygmy trapdoor spider,EN,Endangered
Bertmainius mysticus,mystical pygmy trapdoor spider,P2,Priority 2: Poorly-known species
Bertmainius opimus,western pygmy trapdoor spider,P3,Priority 3: Poorly-known species
Bertmainius pandus,Toolbrunup pygmy trapdoor spider,CR,Critically Endangered
Bertmainius tingle,Tingle Pygmy Trapdoor Spider,EN,Endangered
Bertmainius tumidus,thick-legged pygmy trapdoor spider,EN,Endangered
Bettongia anhydra,Desert Bettong,EX,Extinct
Bettongia lesueur (Barrow and Boodie Islands),,CD,Conservation Dependent
Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",EX,Extinct
Bettongia lesueur lesueur,"Shark Bay burrowing bettong, boodie (Shark Bay)",CD,Conservation Dependent
Bettongia penicillata ogilbyi,"Woylie, Brush-tailed Bettong",CR,Critically Endangered
Bettongia pusilla,Nullarbor Dwarf Bettong,EX,Extinct
Bogidomma australis,Barrow Island Bogidomma Amphipod,VU,Vulnerable
Botaurus poiciloptilus,Australasian Bittern,EN,Endangered
Bothriembryon bradshawi,Bradshaw's bothriembryontid land snail (Tambellup),P3,Priority 3: Poorly-known species
Bothriembryon brazieri,Brazier's bothriembryontid land snail (Sitrling Ranges and Porongorups),P2,Priority 2: Poorly-known species
Bothriembryon glauerti,a bothriembryontid land snail (Stirling Ranges),P2,Priority 2: Poorly-known species
Bothriembryon irvineanus,Irvine's bothriembryontid land snail (Cape Naturaliste),P2,Priority 2: Poorly-known species
Bothriembryon perobesus,a bothriembryontid land snail (Moore River),P1,Priority 1: Poorly-known species
Bothriembryon praecelsus,a bothriembryontid land snail (Kellerberrin),EX,Extinct
Bothriembryon whitleyi,Whitley's bothriembryontid land snail (Geraldton),EX,Extinct
Branchinella apophysata,a fairy shrimp (Laverton),P1,Priority 1: Poorly-known species
Branchinella basispina,a fairy shrimp (Balladonia-Norseman),P3,Priority 3: Poorly-known species
Branchinella denticulata,a fairy shrimp (Carnavon to Kalgoorlie),P3,Priority 3: Poorly-known species
Branchinella simplex,a fairy shrimp (inland WA),P1,Priority 1: Poorly-known species
Branchinella wellardi,a fairy shrimp (Carnarvon and Murchison),P3,Priority 3: Poorly-known species
Budginmaya eulae,Eula's Planthopper,P1,Priority 1: Poorly-known species
Bulweria bulwerii,Bulwer's Petrel,MI,Migratory
Bunderia misophaga,a copepod (Bundera Sinkhole),CR,Critically Endangered
Cacatua pastinator pastinator,Muir's corella,CD,Conservation Dependent
Calamanthus campestris dorrie,Dorre Island rufous fieldwren,VU,Vulnerable
Calamanthus campestris hartogi,Dirk Hartog Island rufous fieldwren,VU,Vulnerable
Calamoecia elongata,a copepod (Northcliffe),P3,Priority 3: Poorly-known species
Calidris acuminata,Sharp-tailed Sandpiper,MI,Migratory
Calidris alba,Sanderling,MI,Migratory
Calidris canutus,"Red Knot, Knot",EN,Endangered
Calidris canutus piersmai,,Subsp. of EN,Endangered
Calidris canutus rogersi,,Subsp. of EN,Endangered
Calidris falcinellus,,MI,Migratory
Calidris falcinellus falcinellus,,Subsp. of MI,Migratory
Calidris falcinellus sibirica,,Subsp. of MI,Migratory
Calidris ferruginea,Curlew Sandpiper,CR,Critically Endangered
Calidris melanotos,Pectoral Sandpiper,MI,Migratory
Calidris pugnax,,MI,Migratory
Calidris ruficollis,Red-necked Stint,MI,Migratory
Calidris subminuta,Long-toed Stint,MI,Migratory
Calidris tenuirostris,Great Knot,CR,Critically Endangered
Calonectris leucomelas,Streaked Shearwater,MI,Migratory
Calyptorhynchus banksii naso,Forest Red-tailed Black Cockatoo,VU,Vulnerable
Calyptorhynchus baudinii,Baudin's cockatoo,EN,Endangered
Calyptorhynchus latirostris,Carnaby's cockatoo,EN,Endangered
Caperea marginata,pygmy right whale,MI,Migratory
Carcharhinus falciformis,silky shark,MI,Migratory
Carcharias taurus,Grey Nurse Shark,VU,Vulnerable
Carcharodon carcharias,Great White Shark,VU,Vulnerable
Caretta caretta,Loggerhead Turtle,EN,Endangered
Carinotrachia carsoniana,Carson River camaenid land snail,VU,Vulnerable
Cecropis daurica,Red-rumped Swallow,MI,Migratory
Cecropis daurica japonica,,Subsp. of MI,Migratory
Cereopsis novaehollandiae grisea,Recherche Cape Barren goose,VU,Vulnerable
Cetorhinus maximus,basking shark,MI,Migratory
Chaeropus ecaudatus,"pig-footed bandicoot, kantjilpa",EX,Extinct
Chaeropus ecaudatus occidentalis,,Subsp. of EX,Extinct
Chaeropus yirratji,"Yirratji, Northern Pigfooted Bandicoot",EX,Extinct
Charadrius bicinctus,Double-banded Plover,MI,Migratory
Charadrius dubius,Little Ringed Plover,MI,Migratory
Charadrius dubius curonicus,Little Ringed Plover,Subsp. of MI,Migratory
Charadrius leschenaultii,Greater Sand Plover,VU,Vulnerable
Charadrius leschenaultii leschenaultii,Greater Sand Plover (Mongolian),Subsp. of VU,Vulnerable
Charadrius mongolus,Lesser Sand Plover,EN,Endangered
Charadrius mongolus mongolus,Lesser Sand Plover,Subsp. of EN,Endangered
Charadrius veredus,Oriental Plover,MI,Migratory
Chelonia mydas,Green Turtle,VU,Vulnerable
Cherax tenuimanus,Margaret River hairy marron,CR,Critically Endangered
Chlidonias leucopterus,white-winged black tern,MI,Migratory
Chloebia gouldiae,,P4,"Priority 4: Rare, Near Threatened"
Christinus sp. 'Cape Le Grand',Cape Le Grand gecko,P2,Priority 2: Poorly-known species
Conilurus penicillatus penicillatus,"Brush-tailed Rabbit-rat, Pakooma",VU,Vulnerable
Craterocephalus helenae,Drysdale Hardyhead,P2,Priority 2: Poorly-known species
Craterocephalus lentiginosus,Prince Regent Hardyhead,P2,Priority 2: Poorly-known species
Crenadactylus tuberculatus,,P2,Priority 2: Poorly-known species
Crinia fimbriata,Kimberley Froglet,P3,Priority 3: Poorly-known species
Cristilabrum bubulum,a camaenid land snail (Ningbing Ranges),EN,Endangered
Cristilabrum buryillum,Buryill Point camaenid land snail (Ningbing Ranges),CR,Critically Endangered
Cristilabrum grossum,a camaenid land snail (Ningbing Ranges),CR,Critically Endangered
Cristilabrum isolatum,a camaenid land snail (Sandy Creek),EN,Endangered
Cristilabrum monodon,a camaenid land snail (Ningbing Ranges),CR,Critically Endangered
Cristilabrum primum,a camaenid land snail (Ningbing Ranges),CR,Critically Endangered
Cristilabrum rectum,a camaenid land snail (central Ningbing Ranges),CR,Critically Endangered
Cristilabrum simplex,a camaenid land snail (Ningbing Ranges),CR,Critically Endangered
Cristilabrum solitudum,a camaenid land snail (Ningbing Ranges),CR,Critically Endangered
Cristilabrum spectaculum,a camaenid land snail (Jeremiah Hills),EN,Endangered
Crocodylus johnstoni,Australian freshwater crocodile,OS,Other Specially Protected
Crocodylus porosus,saltwater crocodile,MI,Migratory
Cryptagama aurita,Gravel Dragon,P1,Priority 1: Poorly-known species
Ctenophorus nguyarna,Lake Disappointment Dragon,P1,Priority 1: Poorly-known species
Ctenophorus yinnietharra,Yinnietharra Rock Dragon,VU,Vulnerable
Ctenotus angusticeps,"Airlie Island Ctenotus, Northwestern coastal Ctenotus",P3,Priority 3: Poorly-known species
Ctenotus decaneurus yampiensis,Yampi Ctenotus,P2,Priority 2: Poorly-known species
Ctenotus delli,"Dell's skink, Darling Range southwest Ctenotus",P4,"Priority 4: Rare, Near Threatened"
Ctenotus gemmula (Swan Coastal Plain subpopulation),jewelled southwest Ctenotus (Swan Coastal Plain subpopulation),P3,Priority 3: Poorly-known species
Ctenotus lancelini,"Lancelin Island Skink, Lancelin Island Ctenotus",VU,Vulnerable
Ctenotus nigrilineatus,pin-striped finesnout Ctenotus,P1,Priority 1: Poorly-known species
Ctenotus ora,Coastal Plains Skink,P3,Priority 3: Poorly-known species
Ctenotus uber johnstonei,spotted Ctenotus (northeast),P2,Priority 2: Poorly-known species
Ctenotus zastictus,Hamelin Ctenotus,VU,Vulnerable
Cuculus optatus,Oriental Cuckoo,MI,Migratory
Cyclodomorphus branchialis,Gilled Slender Blue-tongue Skink,VU,Vulnerable
Cyliosoma sarahae,Sarah's Pill Millipede,VU,Vulnerable
Cynotelopus notabilis,Western Australian Pill Millipede,EN,Endangered
Damochlora millepunctata,a camaenid land snail (Admiralty Gulf),P1,Priority 1: Poorly-known species
Damochlora spina,a camaenid land snail (Kalumburu),P3,Priority 3: Poorly-known species
Daphnia jollyi,a water flea (inland south west),P1,Priority 1: Poorly-known species
Daphnia occidentalis,a water flea (Karri forests),P3,Priority 3: Poorly-known species
Dasycercus blythi,brush-tailed mulgara,P4,"Priority 4: Rare, Near Threatened"
Dasycercus cristicauda,"crest-tailed mulgara, Minyiminyi",P4,"Priority 4: Rare, Near Threatened"
Dasyornis broadbenti litoralis,rufous bristlebird,EX,Extinct
Dasyornis longirostris,Western Bristlebird,EN,Endangered
Dasyurus geoffroii,"Chuditch, Western Quoll",VU,Vulnerable
Dasyurus geoffroii fortis,"Chuditch, Western Quoll",Subsp of VU,Vulnerable
Dasyurus hallucatus,Northern Quoll,EN,Endangered
Delma concinna major,Javelin Legless Lizard (Shark Bay),P1,Priority 1: Poorly-known species
Dermochelys coriacea,Leatherback Turtle,VU,Vulnerable
Diomedea amsterdamensis,Amsterdam Albatross,CR,Critically Endangered
Diomedea antipodensis,Antipodean Albatross,MI,Migratory
Diomedea antipodensis antipodensis,,IA,IA
Diomedea antipodensis gibsoni,Gibson's Albatross,EN,Endangered
Diomedea dabbenena,Tristan Albatross,CR,Critically Endangered
Diomedea epomophora,"Southern Royal Albatross, Royal Albatross",VU,Vulnerable
Diomedea exulans,Wandering Albatross,VU,Vulnerable
Diomedea sanfordi,Northern Royal Albatross,EN,Endangered
Diplodactylus capensis,Cape Range Stone Gecko,P2,Priority 2: Poorly-known species
Diplodactylus fulleri,Lake Disappointment Ground Gecko,P1,Priority 1: Poorly-known species
Diplodactylus kenneallyi,Kenneally's Gecko (Lake Buchanan),P2,Priority 2: Poorly-known species
Diporiphora convergens,Crystal Creek Two-lined Dragon,P2,Priority 2: Poorly-known species
Draculoides anachoretus,,VU,Vulnerable
Draculoides bramstokeri,Barrow Island Draculoides,VU,Vulnerable
Draculoides brooksi,Northern Cape Range Draculoides,EN,Endangered
Draculoides bythius,,VU,Vulnerable
Draculoides gnophicola,,VU,Vulnerable
Draculoides julianneae,Western Cape Range Draculoides,EN,Endangered
Draculoides kryptus,,VU,Vulnerable
Draculoides mesozeirus,Middle Robe Draculoides,VU,Vulnerable
Dugong dugon,dugong,MI,Migratory
Dupucharopa millestriata,Depuch Island charopid land snail,P2,Priority 2: Poorly-known species
Egernia stokesii badia,western spiny-tailed skink,VU,Vulnerable
Egernia stokesii stokesii,Houtman Abrolhos spiny-tailed skink,P4,"Priority 4: Rare, Near Threatened"
Elanus scriptus,Letter-winged Kite,P4,"Priority 4: Rare, Near Threatened"
Elapognathus minor,Short-nosed Snake,P2,Priority 2: Poorly-known species
Enteropogon minutus,,P1,Priority 1: Poorly-known species
Eretmochelys imbricata,Hawksbill Turtle,VU,Vulnerable
Erythrotriorchis radiatus,Red Goshawk,VU,Vulnerable
Erythrura gouldiae,Gouldian Finch,P4,"Priority 4: Rare, Near Threatened"
Eubalaena australis,Southern Right Whale,VU,Vulnerable
Euoplos inornatus,inornate trapdoor spider (northern Jarrah Forest),P3,Priority 3: Poorly-known species
Falco hypoleucos,Grey Falcon,VU,Vulnerable
Falco peregrinus,Peregrine Falcon,OS,Other Specially Protected
Falco peregrinus japonensis,Japanese Peregrine Falcon,Subsp. of OS,Other Specially Protected
Falco peregrinus macropus,Australian Peregrine Falcon,Subsp. of OS,Other Specially Protected
Falcunculus frontatus whitei,crested shrike-tit (northern),P3,Priority 3: Poorly-known species
Falsistrellus mackenziei,"Western False Pipistrelle, Western Falsistrelle",P4,"Priority 4: Rare, Near Threatened"
Fibulacamptus bisetosus,a non-marine Harpacticoid copepod (Muirillup Rock),P2,Priority 2: Poorly-known species
Fregata andrewsi,Christmas Island frigatebird,MI,Migratory
Fregata ariel,Lesser Frigatebird,MI,Migratory
Fregata ariel ariel,Lesser Frigatebird,Subsp. of MI,Migratory
Fregata minor,great frigatebird,MI,Migratory
Galaxias truttaceus (Western Australian population),,EN,Endangered
Galaxiella munda,"mud minnow, western dwarf galaxias",VU,Vulnerable
Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, Blackstripe Minnow",EN,Endangered
Gallinago hardwickii,Latham's snipe,MI,Migratory
Gallinago megala,Swinhoe's snipe,MI,Migratory
Gallinago stenura,pin-tailed snipe,MI,Migratory
Gelochelidon nilotica,Gull-billed Tern,MI,Migratory
Gelochelidon nilotica [nilotica],,Subsp of MI,Migratory
Gelochelidon nilotica affinis,Gull-billed Tern,Subsp of MI,Migratory
Geocrinia alba,White-bellied Frog,CR,Critically Endangered
Geocrinia lutea,"Nornalup Frog, Walpole Frog",P4,"Priority 4: Rare, Near Threatened"
Geocrinia vitellina,Orange-bellied Frog,VU,Vulnerable
Geophaps smithii blaauwi,Partridge Pigeon (western),VU,Vulnerable
Geophaps smithii smithii,Partridge Pigeon (eastern),P4,"Priority 4: Rare, Near Threatened"
Geotria australis,Pouched Lamprey,P3,Priority 3: Poorly-known species
Glacidorbis occidentalis,Jarrah forest freshwater snail,P3,Priority 3: Poorly-known species
Glareola maldivarum,Oriental Pratincole,MI,Migratory
Glossurocolletes bilobatus,a short-tongued bee (southwest),P2,Priority 2: Poorly-known species
Glyphis garricki,Northern River Shark,P1,Priority 1: Poorly-known species
Hadra wilsoni,Wilson's camaenid land snail (Prince Regent),P2,Priority 2: Poorly-known species
Helicarion castanea,a helicarionid land snail,EX,Extinct
Hemisaga lucifer,Devil's Slide katydid (Porongorup),P2,Priority 2: Poorly-known species
Hemisaga vepreculae,thorny bush katydid (Moora),P2,Priority 2: Poorly-known species
Hephaestus epirrhinos,Long-nose Sooty Grunter,P2,Priority 2: Poorly-known species
Hesperocolletes douglasi,"Douglas's Broad-headed Bee, Short-tongued Native Bee",CR,Critically Endangered
Hipposideros stenotis,Northern Leaf-nosed bat,P2,Priority 2: Poorly-known species
Hirundapus caudacutus,White-throated Needletail,MI,Migratory
Hirundapus caudacutus caudacutus,White-throated Needletail,Subsp. of MI,Migratory
Hirundo rustica,Barn Swallow,MI,Migratory
Hirundo rustica gutturalis,Barn Swallow,Subsp. of MI,Migratory
Hirundo rustica tytleri,Barn Swallow,Subsp. of MI,Migratory
Hurleya sp. (WAM C23193),Crystal Cave crangonyctoid,CR,Critically Endangered
Hydrobates matsudairae,Matsudaira's storm-petrel,MI,Migratory
Hydrobates monorhis,Swinhoe's Storm-petrel,MI,Migratory
Hydromys chrysogaster,"Water-rat, Rakali",P4,"Priority 4: Rare, Near Threatened"
Hydroprogne caspia,Caspian Tern,MI,Migratory
Hylaeus globuliferus,woolybush bee,P3,Priority 3: Poorly-known species
Hypseleotris aurea,Golden Gudgeon,P2,Priority 2: Poorly-known species
Ideoblothrus linnaei,Linnaeus' pseudoscorpion (Mesa A),P1,Priority 1: Poorly-known species
Ideoblothrus sp. 'Mesa A' (WAM T81374),an Ideoblothrus pseudoscorpion (Mesa A),P1,Priority 1: Poorly-known species
Idiosoma arenaceum,Geraldton Sandplain shield-backed trapdoor spider,P3,Priority 3: Poorly-known species
Idiosoma castellum,tree-stem trapdoor spider,P4,"Priority 4: Rare, Near Threatened"
Idiosoma clypeatum,northern shield-backed trapdoor spider,P3,Priority 3: Poorly-known species
Idiosoma dandaragan,Dandaragan Plateau shield-backed trapdoor spider,P2,Priority 2: Poorly-known species
Idiosoma formosum,ornate shield-backed trapdoor spider,EN,Endangered
Idiosoma gardneri,Mt Lesueur shield-backed trapdoor spider,P2,Priority 2: Poorly-known species
Idiosoma gutharuka,Gutha Pintharuka shield-backed trapdoor spider,P1,Priority 1: Poorly-known species
Idiosoma incomptum,Carnarvon shield-backed trapdoor spider,P3,Priority 3: Poorly-known species
Idiosoma intermedium,Coolgardie shield-backed trapdoor spider,P3,Priority 3: Poorly-known species
Idiosoma kopejtkaorum,Lake Goorly shield-backed trapdoor spider,EN,Endangered
