"Supplied Name","guid","scientificName","family","kingdom","scientificNameAuthorship","kingdom","class","family","status","statusDescription","significant","endemicity","taxonID","vernacular name","countryStatus","countryStatusDescription"
"Diuris x palachila","https://id.biodiversity.org.au/name/apni/95845","Diuris x palachila","Orchidaceae",,"R.S.Rogers","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12796",,,
"Thelymitra longiloba","https://id.biodiversity.org.au/name/apni/162800","Thelymitra longiloba","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","25956",,,
"Chlamydogobius squamigenus","urn:lsid:biodiversity.org.au:afd.taxon:54cdb91c-74d5-4708-8bf5-46c30000d90b","Chlamydogobius squamigenus","Gobiidae",,"Larson, 1995","Animalia","Actinopterygii","Gobiidae","E","Endangered wildlife","Y","Queensland endemic","18164","Edgbaston goby","V","Vulnerable"
"Corunastylis sp. (Raby Bay J.Elsol AQ462423)","ALA_Corunastylis_sp_Raby_Bay_J_Elsol_AQ462423","Corunastylis sp. (Raby Bay J.Elsol AQ462423)",,,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","36582",,,
"Diuris tricolor","https://id.biodiversity.org.au/node/apni/2903119","Diuris tricolor","Orchidaceae",,"Fitzg.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","8198",,,
"Aponogeton cuneatus","https://id.biodiversity.org.au/node/apni/2911151","Aponogeton cuneatus","Aponogetonaceae",,"S.W.L.Jacobs","Plantae","Equisetopsida","Aponogetonaceae","C","Least concern wildlife","N","Queensland endemic","30917",,,
"Cheirostylis notialis","https://id.biodiversity.org.au/name/apni/139250","Cheirostylis notialis","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","18373",,,
"Flickingeria convexa","https://id.biodiversity.org.au/name/apni/87556","Flickingeria convexa","Orchidaceae",,"(Blume) A.D.Hawkes","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","8550",,,
"Nepenthes","https://id.biodiversity.org.au/taxon/apni/51290439","Nepenthes","Nepenthaceae",,,"Plantae","Equisetopsida","Nepenthaceae","C","Least concern wildlife","N","XU","16623",,,
"Chiloglottis","https://id.biodiversity.org.au/node/apni/2899699","Chiloglottis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","9614",,,
"Eria","https://id.biodiversity.org.au/node/apni/2919187","Eria","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","20689",,,
"Aponogeton","https://id.biodiversity.org.au/taxon/apni/51266805","Aponogeton","Aponogetonaceae",,,"Plantae","Equisetopsida","Aponogetonaceae",,,"N","Native to Queensland - endemicity not defined","17957",,,
"Cycas couttsiana","https://id.biodiversity.org.au/node/apni/2904810","Cycas couttsiana","Cycadaceae",,"K.D.Hill","Plantae","Equisetopsida","Cycadaceae","V","Vulnerable wildlife","Y","Queensland endemic","8439",,,
"Pterostylis setifera","https://id.biodiversity.org.au/name/apni/75779","Pterostylis setifera","Orchidaceae",,"M.A.Clem., Matthias & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Australian endemic","8556",,,
"Macrozamia pauli-guilielmi","https://id.biodiversity.org.au/node/apni/2918773","Macrozamia pauli-guilielmi","Zamiaceae",,"W.Hill & F.Muell.","Plantae","Equisetopsida","Zamiaceae","E","Endangered wildlife","Y","Queensland endemic","16708",,"E","Endangered"
"Habenaria triplonema","https://id.biodiversity.org.au/name/apni/106697","Habenaria triplonema","Orchidaceae",,"Schltr.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12815",,,
"Bryobium queenslandicum","https://id.biodiversity.org.au/name/apni/176953","Bryobium queenslandicum","Orchidaceae",,"(T.E.Hunt) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","33434",,,
"Habenaria ferdinandi","https://id.biodiversity.org.au/name/apni/106203","Habenaria ferdinandi","Orchidaceae",,"Schltr.","Plantae","Equisetopsida","Orchidaceae",,,"N","XU","13211",,,
"Gastrodia","https://id.biodiversity.org.au/node/apni/2892344","Gastrodia","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","20750",,,
"Rhinolophus philippinensis","urn:lsid:biodiversity.org.au:afd.taxon:2684383f-a79f-453d-9a18-9a4399a2948e","RHINOLOPHIDAE","Rhinolophidae",,"Waterhouse, 1843","Animalia","Mammalia","Rhinolophidae","E","Endangered wildlife","Y","Naturally occurs in Queensland and overseas","969","greater large-eared horseshoe bat","V","Vulnerable"
"Eulophia carrii","https://id.biodiversity.org.au/name/apni/100828","Eulophia carrii","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39927",,,
"Plesioneuron tuberculatum","https://id.biodiversity.org.au/node/apni/2887072","Plesioneuron tuberculatum","Thelypteridaceae",,"(Ces.) Holttum","Plantae","Equisetopsida","Thelypteridaceae","E","Endangered wildlife","Y","Naturally occurs in Queensland and overseas","11646",,"E","Endangered"
"Epthianura crocea crocea","urn:lsid:biodiversity.org.au:afd.taxon:e50978d3-d798-4cf1-913b-2e492fcd6b9e","Epthianura (Aurepthianura) crocea crocea","Meliphagidae",,"Castelnau & Ramsay, 1877","Animalia","Aves","Meliphagidae","V","Vulnerable wildlife","Y","Australian endemic","22458","yellow chat (gulf)",,
"Sarcochilus fitzgeraldii","https://id.biodiversity.org.au/node/apni/2901615","Sarcochilus fitzgeraldii","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Australian endemic","12658","ravine orchid","V","Vulnerable"
"Poephila cincta cincta","urn:lsid:biodiversity.org.au:afd.taxon:faee12dd-a9a7-4e70-8ce3-2d07ba4f397d","Poephila (Poephila) cincta cincta","Estrildidae",,"Gould, 1837","Animalia","Aves","Estrildidae","E","Endangered wildlife","Y","Australian endemic","1365","black-throated finch (white-rumped subspecies)","E","Endangered"
"Thelymitra longifolia","https://id.biodiversity.org.au/name/apni/115766","Thelymitra longifolia","Orchidaceae",,"J.R.Forst. & G.Forst.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","28222",,,
"Eulophia pelorica","https://id.biodiversity.org.au/name/apni/189022","Eulophia pelorica","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","30810",,,
"Nepenthes garrawayae","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,,"Plantae","Equisetopsida","Nepenthaceae","C","Least concern wildlife","N","Queensland endemic","40150",,,
"Trachoma speciosum","https://id.biodiversity.org.au/name/apni/58406","Trachoma speciosum","Orchidaceae",,"D.L.Jones, B.Gray, M.A.Clem. & J.J.Wood","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","8182",,,
"Micropera fasciculata","https://id.biodiversity.org.au/name/apni/73204","Micropera fasciculata","Orchidaceae",,"(Lindl.) Garay","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","13287",,,
"Aponogeton vanbruggenii","https://id.biodiversity.org.au/taxon/apni/51266809","Aponogeton vanbruggenii","Aponogetonaceae",,"Hellq. & S.W.L.Jacobs","Plantae","Equisetopsida","Aponogetonaceae","C","Least concern wildlife","N","Australian endemic","21847",,,
"Arthrochilus irritabilis","https://id.biodiversity.org.au/name/apni/102183","Arthrochilus irritabilis","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","15816","leafy elbow orchid",,
"Elaphoglossum callifolium","https://id.biodiversity.org.au/node/apni/2908998","Elaphoglossum callifolium","Dryopteridaceae",,"(Blume) T.Moore","Plantae","Equisetopsida","Dryopteridaceae","NT","Near threatened wildlife","Y","Queensland endemic","9860",,,
"Selenocosmia crassipes","ALA_Selenocosmia_crassipes","Selenocosmia crassipes","Theraphosidae",,"(Koch, 1874)","Animalia","Arachnida","Theraphosidae","C","Least concern wildlife","N","Queensland endemic","29180",,,
"Dendrobium speciosum subsp. grandiflorum","https://id.biodiversity.org.au/name/apni/140306","Dendrobium speciosum subsp. grandiflorum","Orchidaceae",,"(F.M.Bailey) D.P.Banks & Clemesha","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9074",,,
"Oeceoclades","https://id.biodiversity.org.au/name/apni/85380","Oeceoclades","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Native to Queensland - endemicity not defined","21164",,,
"Nepenthes mirabilis (Bramston Beach)","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,"(Lour.) Druce","Plantae","Equisetopsida","Nepenthaceae","E","Endangered wildlife","Y","Queensland endemic","22495",,,
"Pterostylis antennifera","https://id.biodiversity.org.au/taxon/apni/51305132","Pterostylis antennifera","Orchidaceae",,"(D.L.Jones) D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","36226",,,
"Pterostylis ophioglossa","https://id.biodiversity.org.au/name/apni/75115","Pterostylis ophioglossa","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Australia and overseas","9322",,,
"Dendrobium paragnomus","https://id.biodiversity.org.au/name/apni/198152","Dendrobium paragnomus","Orchidaceae",,"Ormerod","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","39682",,,
"Macrozamia moorei","https://id.biodiversity.org.au/node/apni/2907789","Macrozamia moorei","Zamiaceae",,"F.Muell.","Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Queensland endemic","12010",,,
"Nepenthes cholmondeleyi","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,,"Plantae","Equisetopsida","Nepenthaceae","C","Least concern wildlife","N","Queensland endemic","40149",,,
"Cycas media subsp. media","https://id.biodiversity.org.au/node/apni/2900669","Cycas media subsp. media","Cycadaceae",,"R.Br.","Plantae","Equisetopsida","Cycadaceae","C","Least concern wildlife","N","Queensland endemic","5940",,,
"Trachoma stellatum","https://id.biodiversity.org.au/name/apni/58412","Trachoma stellatum","Orchidaceae",,"M.A.Clem., D.L.Jones, B.Gray & J.J.Wood","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","8183",,,
"Phlegmariurus lockyeri","https://id.biodiversity.org.au/node/apni/2903009","Phlegmariurus lockyeri","Lycopodiaceae",,"(D.L.Jones & B.Gray) A.R.Field & Bostock","Plantae","Equisetopsida","Lycopodiaceae","V","Vulnerable wildlife","Y","Queensland endemic","34766",,"V","Vulnerable"
"Nepenthes armbrustae","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,,"Plantae","Equisetopsida","Nepenthaceae","C","Least concern wildlife","N","Queensland endemic","40147",,,
"Corymborkis","https://id.biodiversity.org.au/node/apni/2910857","Corymborkis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","20500",,,
"Bulbophyllum globuliforme","https://id.biodiversity.org.au/node/apni/2891560","Bulbophyllum globuliforme","Orchidaceae",,"Nicholls","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Australian endemic","14018",,"V","Vulnerable"
"Macrozamia miquelii","https://id.biodiversity.org.au/taxon/apni/51294692","Macrozamia miquelii","Zamiaceae",,"(F.Muell.) A.DC.","Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Queensland endemic","16707",,,
"Didymoglossum exiguum","https://id.biodiversity.org.au/node/apni/7406651","Didymoglossum exiguum","Hymenophyllaceae",,"(Bedd.) Copel.","Plantae","Equisetopsida","Hymenophyllaceae","PE","Extinct in the wild wildlife","Y","Queensland endemic","8513",,"EX","Extinct"
"Tectaria devexa","https://id.biodiversity.org.au/node/apni/2913955","Tectaria devexa","Tectariaceae",,"(Kunze ex Mett.) Copel.","Plantae","Equisetopsida","Tectariaceae","E","Endangered wildlife","Y","Queensland endemic","39465",,,
"Vrydagzynea","https://id.biodiversity.org.au/node/apni/2897565","Vrydagzynea","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","21729",,,
"Arthrochilus oreophilus","https://id.biodiversity.org.au/name/apni/117335","Arthrochilus oreophilus","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","7932",,,
"Calochlaena villosa","https://id.biodiversity.org.au/node/apni/2905405","Calochlaena villosa","Dicksoniaceae",,"(C.Chr.) M.D.Turner & R.A.White","Plantae","Equisetopsida","Dicksoniaceae","NT","Near threatened wildlife","Y","Naturally occurs in Queensland and overseas","13958",,,
"Cycas media subsp. media - C.ophiolitica","ALA_Cycas_media_subsp_media_C_ophiolitica","Cycas media subsp. media - C.ophiolitica","Cycadaceae",,"R.Br.","Plantae","Equisetopsida","Cycadaceae","C","Least concern wildlife","N","XU","7045",,,
"Neochmia phaeton evangelinae","urn:lsid:biodiversity.org.au:afd.taxon:5bf94283-1341-418d-9b03-d5640274f9a6","Neochmia (Neochmia) phaeton evangelinae","Estrildidae",,"(Hombron & Jacquinot, 1841)","Animalia","Aves","Estrildidae","E","Endangered wildlife","Y","Naturally occurs in Queensland and overseas","1370","crimson finch (white-bellied subspecies)","E","Endangered"
"Carlia wundalthini","urn:lsid:biodiversity.org.au:afd.taxon:95e7ed8e-f3f1-4184-ad75-b28394ec13f2","Carlia wundalthini","Scincidae",,"Hoskin, 2014","Animalia","Reptilia","Scincidae","C","Least concern wildlife","N","Queensland endemic","35480","Cape Melville rainbow skink",,
"Lastreopsis silvestris","https://id.biodiversity.org.au/node/apni/2910249","Lastreopsis silvestris","Dryopteridaceae",,"D.A.Sm. ex Tindale","Plantae","Equisetopsida","Dryopteridaceae","V","Vulnerable wildlife","Y","Australian endemic","13855",,,
"Corunastylis sagittifera","https://id.biodiversity.org.au/name/apni/169896","Corunastylis sagittifera","Orchidaceae",,"(Rupp) D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","27544",,,
"Caladenia filamentosa","https://id.biodiversity.org.au/name/apni/91308","Caladenia filamentosa","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","19764",,,
"Bulbophyllum grandimesense","https://id.biodiversity.org.au/name/apni/117203","Bulbophyllum grandimesense","Orchidaceae",,"B.Gray & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","9006",,,
"Dendrobium kingianum var. pallidum","https://id.biodiversity.org.au/taxon/apni/51316787","Dendrobium kingianum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","40319",,,
"Pterostylis procera","https://id.biodiversity.org.au/name/apni/75327","Pterostylis procera","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","7913",,,
"Myrmecodia platytyrea","https://id.biodiversity.org.au/node/apni/2887782","Myrmecodia platytyrea","Rubiaceae",,"Becc.","Plantae","Equisetopsida","Rubiaceae","C","Least concern wildlife","N","XU","19935",,,
"Prasophyllum exilis","https://id.biodiversity.org.au/name/apni/9851171","Prasophyllum exilis","Orchidaceae",,"D.L.Jones & R.J.Bates","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Queensland endemic","7909",,,
"Bulbophyllum weinthalii subsp. striatum","https://id.biodiversity.org.au/name/apni/168216","Bulbophyllum weinthalii subsp. striatum","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","26723",,,
"Dipodium punctatum","https://id.biodiversity.org.au/name/apni/79508","Dipodium punctatum","Orchidaceae",,"(Sm.) R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","14606",,,
"Eria intermedia","https://id.biodiversity.org.au/name/apni/91336","Eria intermedia","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39925",,,
"Prasophyllum elatum","https://id.biodiversity.org.au/name/apni/87513","Prasophyllum elatum","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","16367","tall leek orchid",,
"Drosera schizandra","https://id.biodiversity.org.au/node/apni/2915846","Drosera schizandra","Droseraceae",,"Diels","Plantae","Equisetopsida","Droseraceae","V","Vulnerable wildlife","Y","Queensland endemic","9811","notched sundew","V","Vulnerable"
"Calochilus grandiflorus","https://id.biodiversity.org.au/name/apni/99008","Calochilus grandiflorus","Orchidaceae",,"(Benth.) Domin","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","14139","giant beard orchid",,
"Corunastylis acuminata","https://id.biodiversity.org.au/name/apni/169074","Corunastylis acuminata","Orchidaceae",,"(R.S.Rogers) D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","27531",,,
"Dendrobium speciosum subsp. pedunculatum","https://id.biodiversity.org.au/name/apni/229893","Dendrobium speciosum subsp. pedunculatum","Orchidaceae",,"(Clemesha) D.P.Banks & Clemesha","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9707",,,
