"Supplied Name","guid","scientificName","family","kingdom","family","sourceStatus","status","Introduced  Status"
"Trapezia guttata","urn:lsid:biodiversity.org.au:afd.taxon:2ec99293-10d6-42ac-8da0-482f451b69f4","Trapezia guttata","Trapeziidae",,,,"(not listed)","(not listed)"
"Calomela pallida","urn:lsid:biodiversity.org.au:afd.taxon:866f7fb7-8bc1-4e9a-9f70-abb20cca60c6","Calomela pallida","Chrysomelidae",,,,"(not listed)","(not listed)"
"Jacquemontia sp. Darwin  ","ALA_Jacquemontia_sp_Darwin","Jacquemontia sp. Darwin",,,,,"Data Deficient","Native to the N.T."
"Acacia macdonnellensis  ","https://id.biodiversity.org.au/node/apni/2894489","Acacia macdonnellensis","Fabaceae",,,,"INFRA","Native to the N.T."
"Hibbertia circularis  ","https://id.biodiversity.org.au/node/apni/2896528","Hibbertia circularis","Dilleniaceae",,,,"Data Deficient","Endemic to the N.T."
"Eucalyptus gregoriensis  ","https://id.biodiversity.org.au/taxon/apni/51289903","Eucalyptus gregoryensis","Myrtaceae",,,,"Data Deficient","Endemic to the N.T."
"Apocyclops dengizicus","urn:lsid:biodiversity.org.au:afd.taxon:74d07c4d-a590-4dec-b557-c76e24d00c67","Apocyclops dengizicus","Cyclopidae",,,,"(not listed)","(not listed)"
"Gehyra pilbara","urn:lsid:biodiversity.org.au:afd.taxon:a2af04d4-7cd9-4f2a-909f-459e6abeebd8","Gehyra pilbara","Gekkonidae",,,,"Least Concern","Native to the N.T."
"Purpuradusta gracilis","urn:lsid:biodiversity.org.au:afd.taxon:5b7a5c8b-bae1-4a9e-9ead-21099949ddb5","Purpuradusta gracilis","Cypraeidae",,,,"(not listed)","(not listed)"
"Dasyuroides byrnei","urn:lsid:biodiversity.org.au:afd.taxon:c342ff42-9ee4-41f6-8365-62b15c4d27f2","Dasyuroides byrnei","Dasyuridae",,,,"Extinct in the N.T.","Native to the N.T."
"Maireana turbinata  ","https://id.biodiversity.org.au/node/apni/2907998","Maireana turbinata","Chenopodiaceae",,,,"Not Evaluated","(not listed)"
"Memecylon pauciflorum  ","https://id.biodiversity.org.au/node/apni/7515907","Memecylon pauciflorum","Melastomataceae",,,,"Least Concern","Native to the N.T."
"Anilios nema","urn:lsid:biodiversity.org.au:afd.taxon:5095ab17-ee3a-404b-868b-29a3d399d3a2","Anilios nema","Typhlopidae",,,,"Data Deficient","Endemic to the N.T."
"Attenuizomus cuttacutta","urn:lsid:biodiversity.org.au:afd.taxon:17b3cd58-c0c4-4f00-a5e1-a8a2b6392d47","Attenuizomus cuttacutta","Hubbardiidae",,,,"(not listed)","Endemic to the N.T."
"Tricolia fordiana","urn:lsid:biodiversity.org.au:afd.taxon:fb08954e-172b-4cb3-abe8-a7aa29918c1f","Tricolia fordiana","Turbinidae",,,,"(not listed)","(not listed)"
"Tribulus astrocarpus  ","https://id.biodiversity.org.au/node/apni/2909271","Tribulus astrocarpus","Zygophyllaceae",,,,"Least Concern","Native to the N.T."
"Tephrosia sp. Magazine Hill  ","ALA_Tephrosia_sp_Magazine_Hill","Tephrosia sp. Magazine Hill",,,,,"Least Concern","Native to the N.T."
"Sida sp. Lajamanu  ","ALA_Sida_sp_Lajamanu","Sida sp. Lajamanu",,,,,"Not Evaluated","Endemic to the N.T."
"Macrozamia macdonnellii  ","https://id.biodiversity.org.au/node/apni/2917134","Macrozamia macdonnellii","Zamiaceae",,,,"Near Threatened","Endemic to the N.T."
"Sesamum orientale  ","https://id.biodiversity.org.au/taxon/apni/51291117","Sesamum indicum","Pedaliaceae",,,,"Least Concern","(not listed)"
"Patelloida cryptalirata","urn:lsid:biodiversity.org.au:afd.taxon:d9331a27-e40d-4723-940e-e3e1332a6011","Patelloida cryptalirata","Lottiidae",,,,"(not listed)","(not listed)"
"Swainsona affinis  ","https://id.biodiversity.org.au/node/apni/2888083","Swainsona affinis","Fabaceae",,,,"Least Concern","Native to the N.T."
"Bembras longipinnis","urn:lsid:biodiversity.org.au:afd.taxon:ca953534-4025-4d3c-b9ed-77fbdb24efba","Bembras longipinnis","Bembridae",,,,"(not listed)","(not listed)"
"Tadorna radjah","urn:lsid:biodiversity.org.au:afd.taxon:2db41d79-283c-4758-b56f-215ac7179901","Tadorna (Radjah) radjah","Anatidae",,,,"Least Concern","Native to the N.T."
"Euphorbia ferdinandi var. appendiculata","https://id.biodiversity.org.au/node/apni/7195334","Euphorbia ferdinandi var. appendiculata","Euphorbiaceae",,,,"Not Evaluated","(not listed)"
"Didemnum fragile","urn:lsid:biodiversity.org.au:afd.taxon:0b7b4841-2773-4734-9ced-d03e47549bc9","Didemnum fragile","Didemnidae",,,,"(not listed)","(not listed)"
"Didemnum membranaceum","urn:lsid:biodiversity.org.au:afd.taxon:b2f6bc86-76f4-4f3a-938f-b8645546932d","Didemnum membranaceum","Didemnidae",,,,"(not listed)","(not listed)"
"Chydorus eurynotus","urn:lsid:biodiversity.org.au:afd.taxon:a0a2d5cf-9355-4a76-8273-6a62c45198bf","Chydorus eurynotus","Chydoridae",,,,"(not listed)","(not listed)"
"Pseudochromis reticulatus","urn:lsid:biodiversity.org.au:afd.taxon:6fda20e4-13bc-413f-843a-44fbdffd3a75","Pseudochromis reticulatus","Pseudochromidae",,,,"(not listed)","(not listed)"
"Chaetodermis penicilligera","urn:lsid:biodiversity.org.au:afd.taxon:db2ed9d0-4d1a-47e2-9c03-013a25cf4276","Chaetodermis penicilligerus","Monacanthidae",,,,"(not listed)","(not listed)"
"Panulirus polyphagus","urn:lsid:biodiversity.org.au:afd.taxon:ae07866f-f827-4df0-be07-913beaf96cb7","Panulirus polyphagus","Palinuridae",,,,"(not listed)","Endemic to the N.T."
"Alysicarpus vaginalis  ","https://id.biodiversity.org.au/node/apni/2915534","Alysicarpus vaginalis","Fabaceae",,,,"Least Concern","Introduced"
"Pitar thornleyae","urn:lsid:biodiversity.org.au:afd.taxon:e22edc1b-3afe-495c-a1c4-bb56f1d3657f","Pitar (Pitar) thornleyae","Veneridae",,,,"(not listed)","(not listed)"
"Desmothrips crespii","urn:lsid:biodiversity.org.au:afd.taxon:352bba4b-e479-4db5-b2af-edf56801e260","Desmothrips crespii","Aeolothripidae",,,,"(not listed)","(not listed)"
"Creatonotos gangis","urn:lsid:biodiversity.org.au:afd.taxon:05904cec-78de-4d53-8c62-91aaee02b074","Creatonotos gangis","Erebidae",,,,"(not listed)","(not listed)"
"Senna alata  ","https://id.biodiversity.org.au/node/apni/2909281","Senna alata","Fabaceae",,,,"Least Concern","Introduced"
"Contarinia sehimae","urn:lsid:biodiversity.org.au:afd.taxon:d3c6b518-f918-4401-ac37-f92d741ed916","Contarinia sehimae","Cecidomyiidae",,,,"(not listed)","(not listed)"
"Phycomenes cobourgi","urn:lsid:biodiversity.org.au:afd.taxon:c37e6326-2b36-44f3-b094-26ebf748d1d1","Phycomenes cobourgi","Palaemonidae",,,,"(not listed)","(not listed)"
"Pleurosicya fringilla","urn:lsid:biodiversity.org.au:afd.taxon:1f94143a-df64-4804-a0e2-a438324341bc","Pleurosicya fringilla","Gobiidae",,,,"(not listed)","(not listed)"
"Ophioglossum costatum  ","https://id.biodiversity.org.au/node/apni/2902042","Ophioglossum costatum","Ophioglossaceae",,,,"Least Concern","Native to the N.T."
"Amyema mackayensis  ","https://id.biodiversity.org.au/node/apni/2905190","Amyema mackayensis","Loranthaceae",,,,"Least Concern","Native to the N.T."
"Fimbristylis dictyocolea  ","https://id.biodiversity.org.au/node/apni/2895203","Fimbristylis dictyocolea","Cyperaceae",,,,"Least Concern","Native to the N.T."
"Petrogale concinna concinna","urn:lsid:biodiversity.org.au:afd.taxon:67a0861b-0647-4a20-a7b3-2d3c1c2cc025","Petrogale concinna concinna","Macropodidae",,,,"Endangered","(not listed)"
"Senna surattensis subsp. surattensis","https://id.biodiversity.org.au/node/apni/2905891","Senna surattensis subsp. surattensis","Fabaceae",,,,"Least Concern","Native to the N.T."
"Mormopterus petersi","urn:lsid:biodiversity.org.au:afd.taxon:45c96acb-e9fd-46d2-aae5-c7addc75cb5d","Ozimops petersi","Molossidae",,,,"Least Concern","Native to the N.T."
"Halieutaea fumosa","urn:lsid:biodiversity.org.au:afd.taxon:871b831a-303a-4458-ba9b-17ed5da7ad19","Halieutaea fumosa","Ogcocephalidae",,,,"(not listed)","(not listed)"
"Helicoverpa assulta","urn:lsid:biodiversity.org.au:afd.taxon:f6b28301-4b3b-4b92-9ae8-5af1f1ee7d89","Helicoverpa assulta","Noctuidae",,,,"(not listed)","(not listed)"
"Cociella hutchinsi","urn:lsid:biodiversity.org.au:afd.taxon:927a0cd3-1702-4209-b4a2-3391ec28012f","Cociella hutchinsi","Platycephalidae",,,,"(not listed)","(not listed)"
"Cavisternum leichhardti","urn:lsid:biodiversity.org.au:afd.taxon:56f7890e-e721-4268-baa7-67cdc775cbc2","Cavisternum leichhardti","Oonopidae",,,,"(not listed)","Endemic to the N.T."
"Oncocoris apicalis","urn:lsid:biodiversity.org.au:afd.taxon:1d57f329-576f-4097-935e-69d3b5eb1e88","Oncocoris apicalis","Pentatomidae",,,,"(not listed)","(not listed)"
"Austrodolichos errabundus var. errabundus","ALA_Austrodolichos_errabundus_var_errabundus","Austrodolichos errabundus var. errabundus",,,,,"Least Concern","Native to the N.T."
"Cephalopholis sonnerati","urn:lsid:biodiversity.org.au:afd.taxon:487fae24-8a97-4df4-afc4-733bada87680","Cephalopholis sonnerati","Serranidae",,,,"(not listed)","(not listed)"
"Phyllanthus sp. Roper River  ","ALA_Phyllanthus_sp_Roper_River","Phyllanthus sp. Roper River",,,,,"Data Deficient","(not listed)"
"Laccobius clarus","urn:lsid:biodiversity.org.au:afd.taxon:9c22ec05-9a69-446c-b0f2-c716283dcb9d","Laccobius (Hydroxenus) clarus","Hydrophilidae",,,,"(not listed)","(not listed)"
"Atriplex vesicaria subsp. macrocystidia","https://id.biodiversity.org.au/node/apni/2918224","Atriplex vesicaria subsp. macrocystidia","Chenopodiaceae",,,,"Data Deficient","Native to the N.T."
"Crotalaria dissitiflora  ","https://id.biodiversity.org.au/node/apni/2911376","Crotalaria dissitiflora","Fabaceae",,,,"INFRA","Native to the N.T."
"Acarobythites larsonae","urn:lsid:biodiversity.org.au:afd.taxon:a798ce9d-ac70-4de3-9d1f-a80ed0960618","Acarobythites larsonae","Bythitidae",,,,"(not listed)","(not listed)"
"Amakusanthura coppingeri","urn:lsid:biodiversity.org.au:afd.taxon:40ccd603-6277-4549-b32e-ebd012314682","Amakusanthura coppingeri","Anthuridae",,,,"(not listed)","(not listed)"
"Delma desmosa","urn:lsid:biodiversity.org.au:afd.taxon:b6bb9ac8-24d4-4846-9b44-50b62a6eadd7","Delma desmosa","Pygopodidae",,,,"Data Deficient","Native to the N.T."
"Digitaria hystrichoides  ","https://id.biodiversity.org.au/node/apni/2892089","Digitaria hystrichoides","Poaceae",,,,"Near Threatened","Native to the N.T."
"Aristida contorta  ","https://id.biodiversity.org.au/node/apni/2914441","Aristida contorta","Poaceae",,,,"Least Concern","Native to the N.T."
"Heterorotula multiformis","urn:lsid:biodiversity.org.au:afd.taxon:fab52442-2777-41dc-a2f9-2d9a81db2455","Heterorotula multiformis","Spongillidae",,,,"(not listed)","(not listed)"
"Rhinothelepus buku","urn:lsid:biodiversity.org.au:afd.taxon:33ed3351-0985-46cc-991e-cf9c97809e10","Rhinothelepus buku","Telothelepodidae",,,,"(not listed)","(not listed)"
"Pholas orientalis","urn:lsid:biodiversity.org.au:afd.taxon:4d4cc541-bd45-4f07-bb57-2e098589f0bc","Pholas (Monothyra) orientalis","Pholadidae",,,,"(not listed)","(not listed)"
"Eviota sigillata","urn:lsid:biodiversity.org.au:afd.taxon:3385b47c-3f83-4ecc-8535-2e9887d01ae4","Eviota sigillata","Gobiidae",,,,"(not listed)","(not listed)"
"Onthophagus togeman","urn:lsid:biodiversity.org.au:afd.taxon:2eaac5d4-714a-411f-b59c-cb026ec81c75","Onthophagus togeman","Scarabaeidae",,,,"(not listed)","Endemic to the N.T."
"Paropsisterna beata","urn:lsid:biodiversity.org.au:afd.taxon:ebcbf46a-befe-4475-a120-a2ae993460f1","Paropsisterna beata","Chrysomelidae",,,,"(not listed)","(not listed)"
"Cirsotrema varicosum","urn:lsid:biodiversity.org.au:afd.taxon:e7d2f886-54ca-4169-83f2-bca5a571050b","Cirsotrema varicosa","Epitoniidae",,,,"(not listed)","(not listed)"
"Lamponina scutata","urn:lsid:biodiversity.org.au:afd.taxon:c34b9557-8cf2-4ef8-a4bd-942584de269c","Lamponina scutata","Lamponidae",,,,"(not listed)","(not listed)"
"Heliotropium melanopedii  ","https://id.biodiversity.org.au/node/apni/2920276","Heliotropium melanopedii","Boraginaceae",,,,,"(not listed)"
"Petrolisthes haplodactylus","urn:lsid:biodiversity.org.au:afd.taxon:9685995f-a87b-48e1-97ad-73b01363adcc","Petrolisthes haplodactylus","Porcellanidae",,,,"(not listed)","(not listed)"
"Oxyperas coppingeri","urn:lsid:biodiversity.org.au:afd.taxon:824ff84d-4b69-4cb9-8e2e-eca5e87be84e","Oxyperas coppingeri","Mactridae",,,,"(not listed)","(not listed)"
"Sinularia heterospiculata","urn:lsid:biodiversity.org.au:afd.taxon:e46cd83c-9f1c-49d9-a05f-5a6dcc565cef","Sinularia heterospiculata","Alcyoniidae",,,,"(not listed)","(not listed)"
"Eragrostis schultzii  ","https://id.biodiversity.org.au/node/apni/2898495","Eragrostis schultzii","Poaceae",,,,"Least Concern","Native to the N.T."
"Premna acuminata  ","https://id.biodiversity.org.au/node/apni/2906564","Premna acuminata","Lamiaceae",,,,"Least Concern","Native to the N.T."
"Philarius gerlachei","urn:lsid:biodiversity.org.au:afd.taxon:e53275b5-badf-42a2-8a40-6cd0015466e7","Philarius gerlachei","Palaemonidae",,,,"(not listed)","(not listed)"
"Acropora donei","urn:lsid:biodiversity.org.au:afd.taxon:631ced02-8cc0-4bdd-b8ce-8d07cc40cb0b","Acropora donei","Acroporidae",,,,"(not listed)","(not listed)"
"Cervus unicolor","urn:lsid:biodiversity.org.au:afd.taxon:fcd3d838-a4e7-4402-ab20-3a7454b6db16","Cervus unicolor","Cervidae",,,,"(Introduced)","Introduced"
"Goodenia sepalosa  ","https://id.biodiversity.org.au/node/apni/2914173","Goodenia sepalosa","Goodeniaceae",,,,"Least Concern","Native to the N.T."
"Omolipus bimetallicus","urn:lsid:biodiversity.org.au:afd.taxon:cd6b4398-70f1-4c19-b688-b3f2eea46b7a","Omolipus bimetallicus","Tenebrionidae",,,,"(not listed)","Endemic to the N.T."
"Paratrypauchen microcephalus","urn:lsid:biodiversity.org.au:afd.taxon:fe384b89-c11e-4e82-aef9-c87c769e829c","Paratrypauchen microcephalus","Gobiidae",,,,"(not listed)","(not listed)"
"Casmaria ponderosa","urn:lsid:biodiversity.org.au:afd.taxon:ea823ba6-ade0-49da-9edd-79349bd50127","Casmaria ponderosa","Cassidae",,,,"(not listed)","(not listed)"
"Melaleuca minutifolia  ","https://id.biodiversity.org.au/node/apni/2901864","Melaleuca minutifolia","Myrtaceae",,,,"Least Concern","Native to the N.T."
"Clitoria australis  ","https://id.biodiversity.org.au/node/apni/2902802","Clitoria australis","Fabaceae",,,,"Least Concern","Native to the N.T."
"Exiligada longicauda","urn:lsid:biodiversity.org.au:afd.taxon:45104208-8df4-4699-a650-a132fcf76f98","Exiligada longicauda","Camaenidae",,,,"(not listed)","(not listed)"
"Goniopora palmensis","urn:lsid:biodiversity.org.au:afd.taxon:10096242-3cf4-4e76-b8d5-60ffbb3817b5","Goniopora palmensis","Poritidae",,,,"(not listed)","(not listed)"
"Diathetes schoenherri","urn:lsid:biodiversity.org.au:afd.taxon:17235960-88b3-480d-ba6d-07066de085e2","Diathetes schoenherri","Curculionidae",,,,"(not listed)","(not listed)"
"Naso unicornis","urn:lsid:biodiversity.org.au:afd.taxon:77e6aaa1-c350-4ab1-8f71-002963292af1","Naso unicornis","Acanthuridae",,,,"(not listed)","(not listed)"
"Aristida utilis var. utilis","https://id.biodiversity.org.au/node/apni/2887410","Aristida utilis var. utilis","Poaceae",,,,"Least Concern","Native to the N.T."
"Sphallomorpha glabrata","urn:lsid:biodiversity.org.au:afd.taxon:136b8b29-2159-4729-b7ca-da17f92ab968","Sphallomorpha glabrata","Carabidae",,,,"(not listed)","Endemic to the N.T."
"Ophioglossum lusitanicum  ","https://id.biodiversity.org.au/node/apni/2897211","Ophioglossum lusitanicum","Ophioglossaceae",,,,"Near Threatened","Native to the N.T."
"Schizophrys dama","urn:lsid:biodiversity.org.au:afd.taxon:c72dac81-e245-44c9-bbc5-849e5da04049","Schizophrys dama","Majidae",,,,"(not listed)","(not listed)"
"Idanthyrsus willora","urn:lsid:biodiversity.org.au:afd.taxon:a0b11147-e2c2-4339-a866-5fe12bb01ea9","Idanthyrsus willora","Sabellariidae",,,,"(not listed)","(not listed)"
"Falco hypoleucos","urn:lsid:biodiversity.org.au:afd.taxon:5c4c5947-83a6-4a42-b861-8c408cfed4e7","Falco (Hierofalco) hypoleucos","Falconidae",,,,"Vulnerable","Native to the N.T."
"Arachnoides placenta","urn:lsid:biodiversity.org.au:afd.taxon:48258629-895f-4633-bf86-3fe1761bb27b","Arachnoides placenta","Clypeasteridae",,,,"(not listed)","(not listed)"
"Pseudotabanus trypherus","urn:lsid:biodiversity.org.au:afd.taxon:53c8a162-4cea-4fa9-beb2-fa34c25be85f","Pseudotabanus trypherus","Tabanidae",,,,"(not listed)","Endemic to the N.T."
"Mitrasacme prolifera  ","https://id.biodiversity.org.au/node/apni/2907551","Mitrasacme prolifera","Loganiaceae",,,,"Least Concern","Native to the N.T."
"Eucalyptus coolabah subsp. arida","https://id.biodiversity.org.au/node/apni/2915233","Eucalyptus coolabah","Myrtaceae",,,,"Least Concern","Native to the N.T."
"Echinochloa elliptica  ","https://id.biodiversity.org.au/node/apni/2889941","Echinochloa elliptica","Poaceae",,,,"Least Concern","Native to the N.T."
"Exiligada qualis","urn:lsid:biodiversity.org.au:afd.taxon:ca791a72-86c9-4617-ba90-90cdda8316ea","Exiligada qualis","Camaenidae",,,,"(not listed)","(not listed)"
"Microeuraphia withersi","urn:lsid:biodiversity.org.au:afd.taxon:9267c839-4a2d-4697-9973-26164b739e08","Microeuraphia withersi","Chthamalidae",,,,"(not listed)","(not listed)"
"Amblypsilopus cooki","urn:lsid:biodiversity.org.au:afd.taxon:6842b3ac-dcfd-4c57-86b9-2aac12ba1558","Amblypsilopus cooki","Dolichopodidae",,,,"(not listed)","Endemic to the N.T."
"Arcotheres similis","urn:lsid:biodiversity.org.au:afd.taxon:28f96008-6971-4720-aba8-0ce4d0292f6c","Arcotheres similis","Pinnotheridae",,,,"(not listed)","(not listed)"
"Myrmecia varians","urn:lsid:biodiversity.org.au:afd.taxon:a1e020ae-5ef8-4a17-8087-9c27ef87150b","Myrmecia varians","Formicidae",,,,"(not listed)","(not listed)"
"Clanculus bicarinatus","urn:lsid:biodiversity.org.au:afd.taxon:6afb92bd-cf33-4472-95a8-83f63955ae77","Clanculus bicarinatus","Trochidae",,,,"(not listed)","(not listed)"
"Fissidens minutus  ","NZOR-6-37910","Fissidens minutus","Fissidentaceae",,,,,"(not listed)"
"Egernia hosmeri","urn:lsid:biodiversity.org.au:afd.taxon:0ebdd42b-5105-4592-986d-c4ba9a33cfb7","Egernia hosmeri","Scincidae",,,,"Least Concern","Native to the N.T."
"Janthina globosa","urn:lsid:biodiversity.org.au:afd.taxon:464570dc-1a70-43c9-8667-423c8c13c630","Janthina globosa","Epitoniidae",,,,"(not listed)","(not listed)"
"Aloe vera  ","https://id.biodiversity.org.au/node/apni/2896676","Aloe vera","Asphodelaceae",,,,"Least Concern","Introduced"
"Rissoina paenula","urn:lsid:biodiversity.org.au:afd.taxon:0ec1ddaf-9eb8-44ac-944c-72b9c7a49407","Rissoina (Phosinella) paenula","Rissoinidae",,,,"(not listed)","(not listed)"
"Aristida queenslandica var. queenslandica","https://id.biodiversity.org.au/node/apni/2912340","Aristida queenslandica var. queenslandica","Poaceae",,,,"Least Concern","Native to the N.T."
"Cymodocea rotundata  ","https://id.biodiversity.org.au/node/apni/2903993","Cymodocea rotundata","Cymodoceaceae",,,,"Data Deficient","Native to the N.T."
"Lomandra multiflora  ","https://id.biodiversity.org.au/node/apni/2889372","Lomandra multiflora","Asparagaceae",,,,"Least Concern","Native to the N.T."
"Lindernia sp. Nabarlek  ","ALA_Lindernia_sp_Nabarlek","Lindernia sp. Nabarlek",,,,,"Least Concern","Endemic to the N.T."
"Phrynocaria astrolabiana","urn:lsid:biodiversity.org.au:afd.taxon:30dabca7-5830-4ffc-834b-4c39cb8dfe7b","Phrynocaria astrolabiana","Coccinellidae",,,,"(not listed)","(not listed)"
"Lycosa laeta","urn:lsid:biodiversity.org.au:afd.taxon:68694108-d23b-41ba-8484-d248c873d756","Lycosa laeta","Lycosidae",,,,"(not listed)","(not listed)"
"Zygophyllum howittii  ","https://id.biodiversity.org.au/taxon/apni/51311461","Roepera howittii","Zygophyllaceae",,,,"Least Concern","Native to the N.T."
"Notsodipus marun","urn:lsid:biodiversity.org.au:afd.taxon:8f45e045-922a-40e1-be0d-691c7af2de7c","Notsodipus marun","Lamponidae",,,,"(not listed)","(not listed)"
"Palmadusta saulae","urn:lsid:biodiversity.org.au:afd.taxon:7f326ee1-9fbe-4244-9e20-3f412b329b5f","Palmadusta saulae","Cypraeidae",,,,"(not listed)","(not listed)"
"Diplachne fusca subsp. muelleri","https://id.biodiversity.org.au/node/apni/7764363","Diplachne fusca subsp. muelleri","Poaceae",,,,"Least Concern","Native to the N.T."
"Ethmostigmus curtipes","urn:lsid:biodiversity.org.au:afd.taxon:66e58878-bf46-4cdd-98ea-5cd56db74c92","Ethmostigmus curtipes","Scolopendridae",,,,"(not listed)","(not listed)"
