scientificName,vernacularName,status,sourceStatus,generalisation
Anticoryne diosmoides,,"Priority 4: Rare, Near Threatened",P4,10 km
Anticoryne melanosperma,,Priority 3: Poorly-known species,P3,10 km
Anticoryne ovalifolia,,Priority 2: Poorly-known species,P2,10 km
Aotus carinata,,"Priority 4: Rare, Near Threatened",P4,10 km
Aotus franklandii,,Priority 2: Poorly-known species,P2,10 km
Aotus lanea,,Priority 1: Poorly-known species,P1,10 km
Aotus prosacris,,Priority 1: Poorly-known species,P1,10 km
Aotus sp. Cunderdin (B.J. Lepschi et al. 3587),,Priority 1: Poorly-known species,P1,10 km
Aotus sp. Dundas (M.A. Burgman 2835),,Priority 2: Poorly-known species,P2,10 km
Apatelantha chrysotricha,,Priority 2: Poorly-known species,P2,10 km
Apatelantha insignis,,Priority 2: Poorly-known species,P2,10 km
Apatophyllum macgillivrayi,,Priority 1: Poorly-known species,P1,10 km
Aphyllodium beardii,,Priority 1: Poorly-known species,P1,10 km
Aphyllodium glossocarpum,,Priority 3: Poorly-known species,P3,10 km
Aphyllodium parvifolium,,Priority 1: Poorly-known species,P1,10 km
Apium prostratum subsp. phillipii,,Endangered,EN,10 km
Aponogeton hexatepalus,,"Priority 4: Rare, Near Threatened",P4,10 km
Aponogeton kimberleyensis,,Priority 3: Poorly-known species,P3,10 km
Apowollastonia stirlingii subsp. stirlingii,,Priority 1: Poorly-known species,P1,10 km
Apowollastonia verbesinoides,,Priority 1: Poorly-known species,P1,10 km
Aristida calycina var. calycina,,Priority 2: Poorly-known species,P2,10 km
Aristida dominii,,Priority 1: Poorly-known species,P1,10 km
Aristida jerichoensis var. subspinulifera,,Priority 3: Poorly-known species,P3,10 km
Aristida kimberleyensis,,Priority 1: Poorly-known species,P1,10 km
Aristida lazaridis,,Priority 2: Poorly-known species,P2,10 km
Aristida perniciosa,,Priority 1: Poorly-known species,P1,10 km
Aristida polyclados,,Priority 1: Poorly-known species,P1,10 km
Aristida sciuroides,,Priority 1: Poorly-known species,P1,10 km
Arivela kenneallyi,,Priority 2: Poorly-known species,P2,10 km
Arnocrinum drummondii,,Priority 3: Poorly-known species,P3,10 km
Arnocrinum gracillimum,,Priority 3: Poorly-known species,P3,10 km
Arthropodium sp. Yenyenning (G.J. Keighery & N. Gibson 2957),,Priority 1: Poorly-known species,P1,10 km
Arthropodium vanleeuwenii,,Priority 2: Poorly-known species,P2,10 km
Arthrostylis sp. Kalumburu (K.L. Wilson 10101) PN,,Priority 2: Poorly-known species,P2,10 km
Asplenium decurrens,,"Priority 4: Rare, Near Threatened",P4,10 km
Astartea decemcostata,,Priority 2: Poorly-known species,P2,10 km
Astartea eobalta,,Priority 2: Poorly-known species,P2,10 km
Astartea granitica,,Priority 3: Poorly-known species,P3,10 km
Astartea middletonii,,Priority 2: Poorly-known species,P2,10 km
Astartea onycis,,"Priority 4: Rare, Near Threatened",P4,10 km
Astartea reticulata,,Priority 3: Poorly-known species,P3,10 km
Astartea sp. Lake Muir (B.L. Rye 230128 & R.W. Hearn),,Priority 2: Poorly-known species,P2,10 km
Astartea transversa,,Priority 2: Poorly-known species,P2,10 km
Asteridea archeri,,Priority 1: Poorly-known species,P1,10 km
Asteridea croniniana,,Priority 1: Poorly-known species,P1,10 km
Asteridea gracilis,,Priority 3: Poorly-known species,P3,10 km
Asteridea morawana,,Priority 1: Poorly-known species,P1,10 km
Asterolasia drummondii,,"Priority 4: Rare, Near Threatened",P4,10 km
Asterolasia grandiflora,,"Priority 4: Rare, Near Threatened",P4,10 km
Asterolasia hyalina,,Priority 2: Poorly-known species,P2,10 km
Asteromyrtus arnhemica,,Priority 1: Poorly-known species,P1,10 km
Astrebla lappacea,,Priority 3: Poorly-known species,P3,10 km
Astroloma sp. Grass Patch (A.J.G. Wilson 110),,Priority 2: Poorly-known species,P2,10 km
Astus duomilia,,Priority 1: Poorly-known species,P1,10 km
Astus wittweri,,Priority 2: Poorly-known species,P2,10 km
Atriplex eremitis,,Priority 1: Poorly-known species,P1,10 km
Atriplex flabelliformis,,Priority 3: Poorly-known species,P3,10 km
Atriplex lindleyi subsp. conduplicata,,Priority 3: Poorly-known species,P3,10 km
Atriplex muelleri,,Priority 1: Poorly-known species,P1,10 km
Atriplex spinulosa,,Priority 1: Poorly-known species,P1,10 km
Atriplex yeelirrie,,Vulnerable,VU,10 km
Auranticarpa resinosa,,Priority 1: Poorly-known species,P1,10 km
Austrobaeckea columnaris,,Priority 2: Poorly-known species,P2,10 km
Austrobaeckea narembeen,,Priority 2: Poorly-known species,P2,10 km
Austrobaeckea uncinella,,Priority 3: Poorly-known species,P3,10 km
Austroparmelina macrospora,,Priority 3: Poorly-known species,P3,10 km
Austrostipa bronweniae,,Endangered,EN,10 km
Austrostipa burgesiana,,Priority 1: Poorly-known species,P1,10 km
Austrostipa echinata,,Priority 1: Poorly-known species,P1,10 km
Austrostipa everettiana,,Priority 1: Poorly-known species,P1,10 km
Austrostipa frankliniae,,Priority 2: Poorly-known species,P2,10 km
Austrostipa geoffreyi,,Priority 2: Poorly-known species,P2,10 km
Austrostipa heteranthera,,Priority 2: Poorly-known species,P2,10 km
Austrostipa jacobsiana,,Critically Endangered,CR,10 km
Austrostipa koordana,,Priority 1: Poorly-known species,P1,10 km
Austrostipa lanata,,Priority 3: Poorly-known species,P3,10 km
Austrostipa mundula,,Priority 3: Poorly-known species,P3,10 km
Austrostipa nunaginensis,,Priority 3: Poorly-known species,P3,10 km
Austrostipa turbinata,,Priority 3: Poorly-known species,P3,10 km
Austrostipa vickeryana,,Priority 3: Poorly-known species,P3,10 km
Babingtonia cherticola,,Priority 3: Poorly-known species,P3,10 km
Babingtonia delicata,,Priority 1: Poorly-known species,P1,10 km
Babingtonia fascifolia,,Priority 1: Poorly-known species,P1,10 km
Babingtonia maleyae,,Priority 2: Poorly-known species,P2,10 km
Babingtonia minutifolia,,Priority 1: Poorly-known species,P1,10 km
Babingtonia peteriana,,Priority 2: Poorly-known species,P2,10 km
Babingtonia triandra,,Priority 2: Poorly-known species,P2,10 km
Babingtonia urbana,,Priority 3: Poorly-known species,P3,10 km
Backhousia gundarara,,Priority 2: Poorly-known species,P2,10 km
Baeckea sp. Billeranga Hills (M.E. Trudgen 2206),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Dandaragan (G. Paczkowska s.n. PERTH 08245606),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Gibson (K.R. Newbey 11084),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Helena and Aurora Range (G.J. Keighery 4424),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Limestone (N. Gibson & M.N. Lyons 1425),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. London Bridge (M.E. Trudgen 5393),,Priority 3: Poorly-known species,P3,10 km
Baeckea sp. Morawa (M.A. Langley MAL4177),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Mount Barloweerie (J.Z. Weber 5079),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Nolba (M.E. Trudgen MET21632),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Paynes Find (S. Patrick 1095),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Perenjori (J.W. Green 1516),,Priority 2: Poorly-known species,P2,10 km
Baeckea sp. Sandstone (C.A. Gardner s.n. 26 Oct. 1963),,Priority 3: Poorly-known species,P3,10 km
Baeckea sp. Stirling Range (H. Steedman s.n. 03/1933),,Priority 2: Poorly-known species,P2,10 km
Baeckea sp. Upper Swan (Miss M. Eaton s.n. 1888),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Walkaway (A.S. George 11249),,Priority 3: Poorly-known species,P3,10 km
Baeckea sp. Western Australia (J. Drummond s.n.),,Priority 1: Poorly-known species,P1,10 km
Baeckea sp. Whelarra (A.C. Burns 7),,Priority 2: Poorly-known species,P2,10 km
Baeckea sp. Youndegin Hill (A.S. George 15772),,Priority 1: Poorly-known species,P1,10 km
Baeckea staminosa,,Priority 1: Poorly-known species,P1,10 km
Baeckea subcuneata,,Priority 2: Poorly-known species,P2,10 km
Balaustion baiocalyx,,Priority 1: Poorly-known species,P1,10 km
Balaustion bimucronatum,,Priority 1: Poorly-known species,P1,10 km
Balaustion exsertum,,Priority 3: Poorly-known species,P3,10 km
Balaustion filifolium,,Priority 2: Poorly-known species,P2,10 km
Balaustion grande,,Priority 3: Poorly-known species,P3,10 km
Balaustion grandibracteatum subsp. grandibracteatum,,Priority 3: Poorly-known species,P3,10 km
Balaustion grandibracteatum subsp. juncturum,,Priority 2: Poorly-known species,P2,10 km
Balaustion grandibracteatum subsp. meridionale,,Priority 2: Poorly-known species,P2,10 km
Balaustion hemisphaericum,,Priority 1: Poorly-known species,P1,10 km
Balaustion karroun,,Priority 1: Poorly-known species,P1,10 km
Balaustion mukinbudin,,Priority 3: Poorly-known species,P3,10 km
Balaustion multicaule,,Priority 1: Poorly-known species,P1,10 km
Balaustion polyandrum,,Priority 1: Poorly-known species,P1,10 km
Balaustion sp. Billyacatting Hill (A.S. George 14349) PN,,Priority 2: Poorly-known species,P2,10 km
Balaustion sp. North Ironcap (R.J. Cranfield 10580) PN,,Priority 1: Poorly-known species,P1,10 km
Balaustion sp. Yorkrakine (C.A. Gardner s.n. 09/1933) PN,,Priority 1: Poorly-known species,P1,10 km
Balaustion spenceri,,Priority 1: Poorly-known species,P1,10 km
Balaustion tangerinum,,Priority 1: Poorly-known species,P1,10 km
Balaustion thamnoides,,Priority 2: Poorly-known species,P2,10 km
Balaustion unguiculatum,,Priority 1: Poorly-known species,P1,10 km
Balladonia aervoides,,Priority 3: Poorly-known species,P3,10 km
Balladonia multiceps,,Priority 2: Poorly-known species,P2,10 km
Banksia acanthopoda,,Priority 2: Poorly-known species,P2,10 km
Banksia aculeata,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia acuminata,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia anatona,,Critically Endangered,CR,10 km
Banksia arborea,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia aurantia,,Vulnerable,VU,10 km
Banksia bella,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia benthamiana,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia borealis subsp. elatior,,Priority 3: Poorly-known species,P3,10 km
Banksia brownii,,Critically Endangered,CR,10 km
Banksia catoglypta,,Vulnerable,VU,10 km
Banksia chamaephyton,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia comosa,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia concinna,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia corvijuga,,Priority 3: Poorly-known species,P3,10 km
Banksia cuneata,,Endangered,EN,10 km
Banksia cynaroides,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia cypholoba,,Priority 3: Poorly-known species,P3,10 km
Banksia dallanneyi subsp. agricola,,Priority 2: Poorly-known species,P2,10 km
Banksia dallanneyi subsp. pollosta,,Priority 3: Poorly-known species,P3,10 km
Banksia densa,,Priority 2: Poorly-known species,P2,10 km
Banksia drummondii subsp. macrorufa,,Priority 2: Poorly-known species,P2,10 km
Banksia elegans,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia epica,,Priority 2: Poorly-known species,P2,10 km
Banksia epimicta,,Priority 2: Poorly-known species,P2,10 km
Banksia erythrocephala var. inopinata,,Priority 3: Poorly-known species,P3,10 km
Banksia fasciculata,,Priority 3: Poorly-known species,P3,10 km
Banksia foliolata,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia foliosissima,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia fraseri var. crebra,,Priority 3: Poorly-known species,P3,10 km
Banksia fraseri var. effusa,,Priority 2: Poorly-known species,P2,10 km
Banksia fraseri var. oxycedra,,Priority 3: Poorly-known species,P3,10 km
Banksia fuscobractea,,Critically Endangered,CR,10 km
Banksia goodii,,Vulnerable,VU,10 km
Banksia hirta,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia horrida,,Priority 3: Poorly-known species,P3,10 km
Banksia idiogenes,,Priority 2: Poorly-known species,P2,10 km
Banksia insulanemorecincta,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia ionthocarpa subsp. chrysophoenix,,Critically Endangered,CR,10 km
Banksia ionthocarpa subsp. ionthocarpa,,Critically Endangered,CR,10 km
Banksia kippistiana var. paenepeccata,,Priority 3: Poorly-known species,P3,10 km
Banksia laevigata subsp. laevigata,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia lepidorhiza,,Endangered,EN,10 km
Banksia lullfitzii,,Priority 3: Poorly-known species,P3,10 km
Banksia meganotia,,Priority 3: Poorly-known species,P3,10 km
Banksia meisneri subsp. ascendens,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia mimica,,Vulnerable,VU,10 km
Banksia montana,,Critically Endangered,CR,10 km
Banksia nana,,Priority 3: Poorly-known species,P3,10 km
Banksia nivea subsp. Morangup (M. Pieroni 94/2),,Priority 2: Poorly-known species,P2,10 km
Banksia nivea subsp. uliginosa,,Endangered,EN,10 km
Banksia nobilis subsp. fragrans,,Priority 3: Poorly-known species,P3,10 km
Banksia oligantha,,Endangered,EN,10 km
Banksia parva,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia plumosa subsp. denticulata,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia porrecta,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia prionophylla,,Critically Endangered,CR,10 km
Banksia prolata subsp. archeos,,Priority 2: Poorly-known species,P2,10 km
Banksia prolata subsp. calcicola,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia prolata subsp. prolata,,Priority 3: Poorly-known species,P3,10 km
Banksia pseudoplumosa,,Endangered,EN,10 km
Banksia pteridifolia subsp. inretita,,Priority 2: Poorly-known species,P2,10 km
Banksia pteridifolia subsp. vernalis,,Priority 3: Poorly-known species,P3,10 km
Banksia recurvistylis,,Priority 2: Poorly-known species,P2,10 km
Banksia rosserae,,Priority 1: Poorly-known species,P1,10 km
Banksia rufa subsp. chelomacarpa,,Priority 3: Poorly-known species,P3,10 km
Banksia rufa subsp. flavescens,,Priority 3: Poorly-known species,P3,10 km
Banksia rufa subsp. magna,,Priority 1: Poorly-known species,P1,10 km
Banksia rufa subsp. obliquiloba,,Priority 3: Poorly-known species,P3,10 km
Banksia rufa subsp. pumila,,Endangered,EN,10 km
Banksia rufa subsp. tutanningensis,,Priority 2: Poorly-known species,P2,10 km
Banksia rufistylis,,Priority 2: Poorly-known species,P2,10 km
Banksia scabrella,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia seneciifolia,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia serra,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia serratuloides subsp. perissa,,Critically Endangered,CR,10 km
Banksia serratuloides subsp. serratuloides,,Vulnerable,VU,10 km
Banksia sessilis var. cordata,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia shanklandiorum,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia solandri,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia sp. Boyup Brook (L.W. Sage LWS 2366),,Priority 1: Poorly-known species,P1,10 km
Banksia sphaerocarpa var. dolichostyla,,Vulnerable,VU,10 km
Banksia sphaerocarpa var. latifolia,,Priority 2: Poorly-known species,P2,10 km
Banksia splendida subsp. macrocarpa,,Priority 3: Poorly-known species,P3,10 km
Banksia splendida subsp. splendida,,Priority 2: Poorly-known species,P2,10 km
Banksia squarrosa subsp. argillacea,,Vulnerable,VU,10 km
Banksia subpinnatifida var. imberbis,,Priority 3: Poorly-known species,P3,10 km
Banksia subpinnatifida var. subpinnatifida,,Priority 2: Poorly-known species,P2,10 km
Banksia subulata,,Priority 3: Poorly-known species,P3,10 km
Banksia tricuspis,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia trifontinalis,,Priority 3: Poorly-known species,P3,10 km
Banksia verticillata,,Critically Endangered,CR,10 km
Banksia viscida,,Priority 3: Poorly-known species,P3,10 km
Banksia wonganensis,,"Priority 4: Rare, Near Threatened",P4,10 km
Banksia xylothemelia,,Priority 3: Poorly-known species,P3,10 km
Barbula ehrenbergii,,Priority 1: Poorly-known species,P1,10 km
Beaufortia bicolor,,Priority 3: Poorly-known species,P3,10 km
Beaufortia burbidgeae,,Priority 3: Poorly-known species,P3,10 km
Beaufortia eriocephala,,Priority 3: Poorly-known species,P3,10 km
Beaufortia purpurea,,Priority 3: Poorly-known species,P3,10 km
Beaufortia raggedensis,,Priority 2: Poorly-known species,P2,10 km
Bentleya diminuta,,Priority 2: Poorly-known species,P2,10 km
Bentleya spinescens,,"Priority 4: Rare, Near Threatened",P4,10 km
Bergia auriculata,,Priority 2: Poorly-known species,P2,10 km
Bergia occultipetala,,Priority 3: Poorly-known species,P3,10 km
Beyeria apiculata,,Priority 1: Poorly-known species,P1,10 km
Beyeria cinerea subsp. cinerea,,Priority 3: Poorly-known species,P3,10 km
Beyeria cockertonii,,Vulnerable,VU,10 km
Beyeria constellata,,Priority 1: Poorly-known species,P1,10 km
Beyeria disciformis,,Priority 1: Poorly-known species,P1,10 km
Beyeria gardneri,,Priority 3: Poorly-known species,P3,10 km
Beyeria lapidicola,,Priority 1: Poorly-known species,P1,10 km
Beyeria lateralis,,Priority 2: Poorly-known species,P2,10 km
Beyeria lepidopetala,,Vulnerable,VU,10 km
Beyeria opaca,,Priority 1: Poorly-known species,P1,10 km
Beyeria physaphylla,,Priority 1: Poorly-known species,P1,10 km
Beyeria rostellata,,Priority 1: Poorly-known species,P1,10 km
Beyeria similis,,Priority 2: Poorly-known species,P2,10 km
Beyeria simplex,,Priority 2: Poorly-known species,P2,10 km
Beyeria sulcata var. truncata,,Priority 3: Poorly-known species,P3,10 km
Beyeria villosa,,"Priority 4: Rare, Near Threatened",P4,10 km
Blackallia nudiflora,,Priority 3: Poorly-known species,P3,10 km
Blennospora doliiformis,,Priority 3: Poorly-known species,P3,10 km
Blumea pungens,,Priority 2: Poorly-known species,P2,10 km
Bolboschoenus fluviatilis,,Priority 1: Poorly-known species,P1,10 km
Bolboschoenus medianus,,Priority 1: Poorly-known species,P1,10 km
Bonamia brevifolia,,Priority 1: Poorly-known species,P1,10 km
Bonamia oblongifolia,,Priority 3: Poorly-known species,P3,10 km
Bonamia wilsoniae,,Priority 3: Poorly-known species,P3,10 km
Boronia adamsiana,,Vulnerable,VU,10 km
Boronia anceps,,Priority 3: Poorly-known species,P3,10 km
Boronia anomala,,Priority 1: Poorly-known species,P1,10 km
Boronia barrettiorum,,Priority 2: Poorly-known species,P2,10 km
Boronia capitata subsp. capitata,,Vulnerable,VU,10 km
Boronia capitata subsp. gracilis,,Priority 3: Poorly-known species,P3,10 km
Boronia clavata subsp. clavata,,Vulnerable,VU,10 km
Boronia clavata subsp. grandis,,Priority 2: Poorly-known species,P2,10 km
Boronia coriacea,,Priority 2: Poorly-known species,P2,10 km
Boronia corynophylla,,Priority 2: Poorly-known species,P2,10 km
Boronia crassipes,,Priority 3: Poorly-known species,P3,10 km
Boronia cremnophila,,Priority 1: Poorly-known species,P1,10 km
Boronia crenulata subsp. Shark Bay (G. Cockerton 5187),,Priority 1: Poorly-known species,P1,10 km
Boronia crenulata subsp. crenulata var. angustifolia,,"Priority 4: Rare, Near Threatened",P4,10 km
Boronia denticulata subsp. whoogarupensis,,Priority 2: Poorly-known species,P2,10 km
Boronia ericifolia,,Priority 2: Poorly-known species,P2,10 km
Boronia exilis,,Endangered,EN,10 km
